Avatar%7.2
Master and Commander: The Far Side of the World%6.9
The Twilight Saga: Breaking Dawn - Part 2%6.1
The Incredible Hulk%6.1
The BFG%6.0
The Revenant%7.3
Turbo%6.1
Rango%6.6
Penguins of Madagascar%6.5
The Bourne Ultimatum%7.3
Kung Fu Panda%6.9
Ant-Man%7.0
The Hunger Games: Catching Fire%7.4
Home%6.8
Bad Boys II%6.3
Puss in Boots%6.4
Noah%5.6
The Adventures of Tintin%6.7
Harry Potter and the Prisoner of Azkaban%7.7
Australia%6.3
After Earth%5.0
Dinosaur%6.2
Night at the Museum: Secret of the Tomb%6.1
Megamind%6.7
Harry Potter and the Philosopher's Stone%7.5
Pirates of the Caribbean: The Curse of the Black Pearl%7.5
The Da Vinci Code%6.5
X2%6.8
Sherlock Holmes: A Game of Shadows%7.0
Clash of the Titans%5.6
Total Recall%7.1
The 13th Warrior%6.4
The Bourne Legacy%6.0
Batman & Robin%4.2
How the Grinch Stole Christmas%6.2
The Day After Tomorrow%6.2
Mission: Impossible II%5.9
The Perfect Storm%6.2
Fantastic 4: Rise of the Silver Surfer%5.4
Life of Pi%7.2
Jason Bourne%5.9
Charlie's Angels: Full Throttle%5.2
Prometheus%6.3
Elysium%6.4
The Chronicles of Riddick%6.3
RoboCop%5.7
Oblivion%6.4
Star Wars: Episode III - Revenge of the Sith%7.1
Star Wars: Episode II - Attack of the Clones%6.4
Monsters, Inc.%7.5
The Wolverine%6.3
Star Wars: Episode I - The Phantom Menace%6.3
Asterix at the Olympic Games%5.0
Windtalkers%5.8
The Huntsman: Winter's War%6.0
Teenage Mutant Ninja Turtles%5.8
Gravity%7.3
Teenage Mutant Ninja Turtles: Out of the Shadows%5.8
Fantastic Four%4.4
Night at the Museum%6.3
San Andreas%6.0
Tomorrow Never Dies%6.0
The Patriot%6.8
Ocean's Twelve%6.4
Mr. & Mrs. Smith%6.5
Insurgent%6.2
The Aviator%7.0
Gulliver's Travels%4.9
The Green Hornet%5.5
300: Rise of an Empire%6.1
Home on the Range%5.7
Allegiant%5.9
Real Steel%6.6
The Smurfs 2%5.5
Speed 2: Cruise Control%4.1
Ender's Game%6.6
Live Free or Die Hard%6.4
The Lord of the Rings: The Fellowship of the Ring%8.0
Ali%6.7
The Cat in the Hat%4.9
I, Robot%6.7
Kingdom of Heaven%6.6
Stuart Little%5.8
The Princess and the Frog%6.7
The Martian%7.6
The Island%6.5
Town & Country%3.7
Gladiator%7.9
Minority Report%7.1
Harry Potter and the Chamber of Secrets%7.4
Casino Royale%7.3
Planet of the Apes%5.6
Terminator 2: Judgment Day%7.7
Public Enemies%6.5
American Gangster%7.4
The Taking of Pelham 1 2 3%6.2
Little Fockers%5.4
The Other Guys%6.1
Django Unchained%7.8
The Expendables 2%6.1
National Treasure%6.4
Where the Wild Things Are%6.4
The Tourist%6.0
End of Days%5.5
Blood Diamond%7.3
The Wolf of Wall Street%7.9
Batman Forever%5.2
Starship Troopers%6.7
Cloud Atlas%6.6
Legend of the Guardians: The Owls of Ga'Hoole%6.5
Catwoman%4.2
Land of the Lost%5.3
The Expendables 3%6.1
Son of the Mask%3.6
In the Heart of the Sea%6.5
Green Zone%6.4
The Peanuts Movie%6.5
The Spanish Prisoner%7.1
The Mummy Returns%6.0
Gangs of New York%7.1
The Flowers of War%7.1
Surf's Up%5.9
The Stepford Wives%5.4
Black Hawk Down%7.2
The Campaign%5.6
The Fifth Element%7.3
Ice Age: Continental Drift%6.2
Cinderella%6.7
The Lovely Bones%6.6
Finding Nemo%7.6
The Lord of the Rings: The Two Towers%8.0
Seventh Son%5.2
Lara Croft: Tomb Raider%5.7
Transcendence%5.9
Rise of the Planet of the Apes%7.0
The Spiderwick Chronicles%6.3
The Alamo%5.8
The Incredibles%7.4
Cutthroat Island%5.7
Toy Story 2%7.3
What Lies Beneath%6.3
Cloudy with a Chance of Meatballs%6.5
The Secret Life of Walter Mitty%7.0
The Departed%7.9
Mulan%7.6
Tropic Thunder%6.5
The Girl with the Dragon Tattoo%7.2
Die Hard: With a Vengeance%6.9
Sherlock Holmes%7.0
Ben-Hur%5.3
Atlantis: The Lost Empire%6.7
Alvin and the Chipmunks: The Road Chip%5.8
Valkyrie%6.7
You Don't Mess with the Zohan%5.5
Pixels%5.6
A.I. Artificial Intelligence%6.8
The Haunted Mansion%5.2
Contact%7.2
Hollow Man%5.6
The Interpreter%6.2
Lara Croft Tomb Raider: The Cradle of Life%5.5
The Saint%5.9
Spy Game%6.8
Bicentennial Man%6.9
Volcano%5.2
K-19: The Widowmaker%6.1
Cinderella Man%7.3
The Nutcracker: The Untold Story%5.4
Seabiscuit%6.7
Twister%6.1
Cast Away%7.5
Happy Feet%5.9
The Bourne Supremacy%7.2
Ocean's Eleven%7.2
The Three Musketeers%5.6
Enchanted%6.6
Safe House%6.3
102 Dalmatians%5.1
Tower Heist%5.8
The Holiday%6.7
Enemy of the State%6.7
It's Complicated%6.2
Ocean's Thirteen%6.5
Open Season%6.1
Divergent%6.9
Enemy at the Gates%7.2
The Rundown%6.4
Last Action Hero%6.1
Memoirs of a Geisha%7.3
Arthur Christmas%6.7
Meet Joe Black%6.9
Collateral Damage%5.5
All That Jazz%7.3
Mirror Mirror%5.5
Scott Pilgrim vs. the World%7.2
The Core%5.4
Nutty Professor II: The Klumps%4.7
Scooby-Doo%5.4
Dredd%6.6
Click%6.0
Creepshow%6.7
Cats & Dogs 2 : The Revenge of Kitty Galore%4.9
Jumper%5.9
Hellboy II: The Golden Army%6.5
The 6th Day%5.7
Bruce Almighty%6.4
The Expendables%6.0
Mission: Impossible%6.7
The Hunger Games%6.9
The Hangover Part II%6.2
Batman Returns%6.6
Lilo & Stitch%7.1
Deep Impact%5.9
RED 2%6.4
The Longest Yard%6.2
Alvin and the Chipmunks: Chipwrecked%5.4
Grown Ups 2%5.8
Get Smart%6.0
Something's Gotta Give%6.3
Four Christmases%5.3
Robots%6.0
Face/Off%6.8
Bedtime Stories%5.9
Road to Perdition%7.3
Just Go with It%6.3
Con Air%6.5
Eagle Eye%6.3
The Book of Eli%6.6
Flubber%5.3
The Haunting%5.2
Space Jam%6.5
The Pink Panther%5.6
The Day the Earth Stood Still%5.2
Conspiracy Theory%6.5
Fury%7.4
Yogi Bear%5.2
Spirit: Stallion of the Cimarron%7.4
Zookeeper%5.3
Lost in Space%5.0
Déjà Vu%8.0
Fantasia 2000%7.0
The Time Machine%5.8
Mighty Joe Young%5.9
Swordfish%6.1
Little Nicky%5.2
The Brothers Grimm%5.6
Mars Attacks!%6.1
Evolution%6.4
The Edge%6.7
Surrogates%5.9
Nine%5.1
The Postman%6.1
Babe: Pig in the City%5.2
The Last Witch Hunter%5.7
Red Planet%5.4
Arthur and the Invisibles%6.0
Oceans%7.3
A Sound of Thunder%4.8
Pompeii%5.2
Top Cat Begins%5.3
A Beautiful Mind%7.7
The Lion King%8.0
Journey 2: The Mysterious Island%5.8
Cloudy with a Chance of Meatballs 2%6.4
Red Dragon%6.7
Hidalgo%6.5
Jack and Jill%4.1
2 Fast 2 Furious%6.2
The Adventures of Rocky & Bullwinkle%3.9
The Secret Life of Pets%5.9
The League of Extraordinary Gentlemen%5.7
Despicable Me 2%7.0
Independence Day%6.7
The Lost World: Jurassic Park%6.2
Wanted%6.4
The Rock%6.9
Ice Age: The Meltdown%6.5
50 First Dates%6.6
Exorcist: The Beginning%4.7
Inspector Gadget%4.3
Now You See Me%7.3
Grown Ups%6.0
The Terminal%7.0
Charlie Wilson's War%6.5
Shark Tale%5.8
Dreamgirls%6.6
Be Cool%5.4
Munich%6.9
The Man from U.N.C.L.E.%7.1
Spanglish%5.8
Monster House%6.3
Bandits%6.2
First Knight%5.9
Immortals%5.7
Hostage%6.2
Titan A.E.%6.3
Hollywood Homicide%5.0
Monkeybone%4.3
Flight of the Phoenix%5.7
Unbreakable%6.9
Minions%6.4
Sucker Punch%5.9
Sphere%5.8
The Angry Birds Movie%5.9
Fool's Gold%5.4
The Kingdom%6.5
Talladega Nights: The Ballad of Ricky Bobby%6.2
Dr. Dolittle 2%4.9
Braveheart%7.7
Jarhead%6.6
The Simpsons Movie%6.9
The Majestic%6.6
Driven%4.5
Two Brothers%6.9
The Village%6.2
Doctor Dolittle%5.4
Signs%6.4
Shrek 2%6.7
Cars%6.6
Runaway Bride%5.7
xXx%5.8
Ransom%6.4
Die Hard 2%6.6
S.W.A.T.%5.8
Vanilla Sky%6.5
Lady in the Water%5.3
Alvin and the Chipmunks: The Squeakquel%5.4
We Were Soldiers%6.7
Olympus Has Fallen%6.2
Star Trek: Insurrection%6.3
Battle: Los Angeles%5.5
Wolf%6.0
War Horse%7.0
The Monuments Men%5.8
The Abyss%7.1
Wall Street: Money Never Sleeps%5.8
Dracula Untold%6.2
The Siege%6.0
Stardust%7.1
Seven Years in Tibet%7.0
Doom%5.0
I Spy%5.2
Underworld: Awakening%6.1
Killer Elite%6.1
Ballistic: Ecks vs. Sever%4.3
Hard Rain%5.5
Osmosis Jones%5.9
Legends of Oz: Dorothy's Return%5.9
Blackhat%5.1
Sky Captain and the World of Tomorrow%5.7
Basic Instinct 2%4.6
Escape Plan%6.7
The Legend of Hercules%4.4
The Sum of All Fears%5.9
The Twilight Saga: Eclipse%5.8
The Score%6.7
Despicable Me%7.1
Money Train%5.4
Ted 2%6.2
Mystery Men%5.7
Hall Pass%5.4
The Insider%7.3
Body of Lies%6.5
Dinner for Schmucks%5.5
Abraham Lincoln: Vampire Hunter%5.5
Entrapment%6.0
The X Files%6.6
Saving Private Ryan%7.9
Need for Speed%6.1
What Women Want%6.1
Lincoln%6.7
The Matrix%7.9
Les Misérables%7.1
You've Got Mail%6.3
The Mask of Zorro%6.3
Due Date%6.2
Unbroken%7.3
Space Cowboys%6.3
Broken Arrow%5.7
The Kid%6.0
World Trade Center%5.9
Mona Lisa Smile%6.5
The Dictator%5.9
Eyes Wide Shut%7.1
Annie%6.0
Focus%6.7
Blade: Trinity%5.7
Red Dawn%6.4
Primary Colors%6.1
Resident Evil: Retribution%5.6
Death Race%6.0
The Long Kiss Goodnight%6.5
Proof of Life%6.0
Fight Club%8.3
We Are Marshall%6.7
Lucky Numbers%4.9
I, Frankenstein%5.0
Oliver Twist%6.7
Elektra%4.8
Sin City: A Dame to Kill For%6.3
Random Hearts%5.3
Everest%6.7
Perfume: The Story of a Murderer%7.1
Astro Boy%6.1
Jurassic Park%7.6
Wyatt Earp%6.5
Clear and Present Danger%6.4
Dragon Blade%5.9
Little Man%5.3
U-571%6.1
The American President%6.5
Blades of Glory%5.9
Hop%5.5
300%7.0
Meet the Fockers%6.1
Marley & Me%6.9
The Green Mile%8.2
Wild Hogs%5.6
Chicken Little%5.6
Gone Girl%7.9
The Bourne Identity%7.3
GoldenEye%6.6
The Truman Show%7.8
The Prince of Egypt%6.8
Daddy Day Care%5.6
2 Guns%6.6
Cats & Dogs%5.0
The Italian Job%6.6
Two Weeks Notice%5.9
Couples Retreat%5.3
Days of Thunder%5.9
Eat Pray Love%5.8
RED%6.6
Any Given Sunday%6.8
The Horse Whisperer%6.7
Collateral%7.0
Ladder 49%6.2
Jack Reacher%6.3
Deep Blue Sea%5.6
This Is It%6.7
Kangaroo Jack%4.3
Coraline%7.3
The Happening%4.9
The Shaggy Dog%4.5
Starsky & Hutch%5.6
Jingle All the Way%5.5
Hellboy%6.5
A Civil Action%6.1
ParaNorman%6.7
The Jackal%6.1
Paycheck%5.9
Up Close & Personal%5.9
The Tale of Despereaux%5.8
Joy%6.4
London Has Fallen%5.8
Alien: Resurrection%5.9
Practical Magic%6.3
The Lego Movie%7.5
Miss Congeniality 2: Armed and Fabulous%5.3
Reign of Fire%6.0
Gangster Squad%6.2
Year One%4.6
Invictus%7.0
State of Play%6.7
My Favorite Martian%5.1
Planet 51%5.6
Intolerable Cruelty%5.8
Trouble with the Curve%6.6
Edge of Darkness%6.2
The Relic%5.8
Analyze That%5.7
The Soloist%6.6
Garfield: A Tail of Two Kitties%5.1
xXx: State of the Union%4.7
Sinbad: Legend of the Seven Seas%6.6
Event Horizon%6.5
Dragonfly%6.1
The Black Dahlia%5.7
Flyboys%6.3
The Last Castle%7.0
Supernova%4.9
Winter's Tale%6.0
The Mortal Instruments: City of Bones%6.2
Meet Dave%5.0
Dark Water%5.3
Edtv%5.7
Inkheart%6.0
The Spirit%4.7
In the Name of the King: A Dungeon Siege Tale%4.1
Beyond Borders%6.7
The Monkey King 2%6.0
The Great Raid%6.8
Deadpool%7.4
Holy Man%4.9
American Sniper%7.4
Goosebumps%6.2
The Flintstones in Viva Rock Vegas%4.4
Rambo III%5.7
Leatherheads%5.7
The Ridiculous 6%4.9
Did You Hear About the Morgans?%5.1
The Internship%6.1
Resident Evil: Afterlife%5.8
Red Tails%5.9
The Devil's Advocate%7.2
That's My Boy%5.5
DragonHeart%6.4
After the Sunset%6.0
Ghost Rider: Spirit of Vengeance%4.7
Captain Corelli's Mandolin%5.5
Walking Tall%6.0
Forrest Gump%8.2
Alvin and the Chipmunks%5.5
Meet the Parents%6.6
Pocahontas%6.7
Superman%6.9
Hitch%6.4
George of the Jungle%5.4
American Wedding%6.0
Captain Phillips%7.6
Date Night%5.9
Casper%6.0
The Equalizer%7.1
Maid in Manhattan%5.6
Crimson Tide%7.0
The Pursuit of Happyness%7.7
Flightplan%6.1
Disclosure%5.9
City of Angels%6.4
Kill Bill: Vol. 1%7.7
Bowfinger%6.0
Kill Bill: Vol. 2%7.6
Tango & Cash%6.1
Death Becomes Her%6.3
Shanghai Noon%6.2
Executive Decision%5.8
Free Birds%5.7
Alien³%6.2
Ronin%6.7
The Ghost and the Darkness%6.4
Paddington%7.0
The Watch%5.3
The Hunted%6.0
Instinct%6.2
Stuck on You%5.1
Semi-Pro%5.4
Changeling%7.3
Chain Reaction%5.3
The Fan%5.7
The Phantom of the Opera%7.0
Æon Flux%5.4
Turbulence%5.2
Imagine That%5.7
Muppets Most Wanted%6.2
Thunderbirds%4.2
Burlesque%6.9
A Very Long Engagement%7.1
D-Tox%5.3
Seven Pounds%7.5
Bullet to the Head%5.2
The Godfather: Part III%7.1
Elizabethtown%6.1
You, Me and Dupree%5.4
Superman II%6.5
Gigli%3.5
All the King's Men%5.7
Shaft%5.5
Anastasia%7.4
Moulin Rouge!%7.4
Domestic Disturbance%5.4
Black Mass%6.3
Law Abiding Citizen%7.2
Grindhouse%6.8
Beloved%5.9
Catch Me If You Can%7.7
Zero Dark Thirty%6.7
The Break-Up%5.6
Valentine's Day%5.7
The Dukes of Hazzard%5.1
The Thin Red Line%7.2
The Change-Up%5.9
Man on the Moon%6.9
Casino%7.8
Bulletproof Monk%5.1
Barnyard%5.3
Deck the Halls%5.1
The Twilight Saga: New Moon%5.6
Shrek%7.3
The Adjustment Bureau%6.5
Robin Hood: Prince of Thieves%6.6
Jerry Maguire%6.7
As Good as It Gets%7.2
Patch Adams%7.0
Anchorman 2: The Legend Continues%6.0
Mr. Deeds%5.6
Super 8%6.6
Erin Brockovich%7.1
How to Lose a Guy in 10 Days%6.3
Interview with the Vampire%7.2
Yes Man%6.4
Central Intelligence%6.2
Daddy's Home%5.8
Into the Woods%5.6
Inside Man%7.3
Payback%6.7
Congo%5.0
We Bought a Zoo%6.5
Knowing%5.9
Failure to Launch%5.5
The Ring Two%5.4
Crazy, Stupid, Love.%7.0
Garfield%5.2
Christmas with the Kranks%5.2
Moneyball%7.0
Outbreak%6.3
Non-Stop%6.8
Race to Witch Mountain%5.5
V for Vendetta%7.7
Shanghai Knights%6.0
Curious George%6.2
Herbie Fully Loaded%5.1
Don't Say a Word%6.0
Hansel & Gretel: Witch Hunters%5.7
Unfaithful%6.3
I Am Number Four%5.9
Syriana%6.3
13 Hours: The Secret Soldiers of Benghazi%7.0
The Book of Life%7.3
Firewall%5.6
Absolute Power%6.4
The Game%7.5
Silent Hill%6.3
The Replacements%6.1
American Reunion%6.1
The Judge%7.2
The Peacemaker%5.8
Resident Evil: Apocalypse%6.1
Bridget Jones: The Edge of Reason%6.1
Out of Time%6.1
The Adventures of Sharkboy and Lavagirl%4.4
The Beach%6.3
Ninja Assassin%6.2
Striptease%4.4
Marmaduke%5.0
Hereafter%5.8
Murder by Numbers%6.0
Assassins%6.0
Hannibal Rising%6.0
The Story of Us%5.9
The Host%6.0
Basic%6.2
Blood Work%6.1
Escape from L.A.%5.6
The Iron Giant%7.6
Free State of Jones%6.6
The Life of David Gale%7.3
Man of the House%5.4
Run All Night%6.3
Eastern Promises%7.2
Into the Blue%5.8
The Messenger: The Story of Joan of Arc%6.2
Your Highness%5.2
Mad City%5.9
The Scarlet Letter%5.5
Fair Game%6.5
Gamer%5.6
Beautiful Creatures%5.6
Death to Smoochy%5.9
Zoolander 2%4.7
The Big Bounce%5.0
Drive Angry%5.3
Street Fighter: The Legend of Chun-Li%3.9
The One%5.7
The Adventures of Ford Fairlane%6.2
The Boat That Rocked%7.2
Indiana Jones and the Last Crusade%7.6
Anna Karenina%6.5
Chappie%6.6
The Bone Collector%6.5
Panic Room%6.5
Three Kings%6.6
Child 44%6.1
Rat Race%6.0
K-PAX%7.1
Kate & Leopold%6.0
Bedazzled%5.6
3:10 to Yuma%6.9
Taken 3%6.1
Out of Sight%6.5
The Cable Guy%5.7
Earth%6.6
Dick Tracy%5.9
The Thomas Crown Affair%6.6
Riding in Cars with Boys%6.5
First Blood%7.2
Solaris%7.7
Happily N'Ever After%4.6
My Best Friend's Wedding%6.3
America's Sweethearts%5.5
Insomnia%6.8
Jonah Hex%4.4
Courage Under Fire%6.2
Liar Liar%6.4
The Infiltrator%6.6
Inchon%6.5
Taken 2%6.1
Miss Congeniality%6.1
Journey to the Center of the Earth%5.8
The Pelican Brief%6.3
The Client%6.4
Patriot Games%6.3
Monster-in-Law%5.6
Training Day%7.3
Galaxy Quest%6.9
Scary Movie 2%5.4
The Muppets%6.5
Blade%6.5
Coach Carter%7.3
Changing Lanes%5.9
Anaconda%4.7
Coyote Ugly%5.8
Love Actually%7.0
From Hell%6.6
The Specialist%5.5
Yours, Mine and Ours%6.2
Kicking & Screaming%5.6
The Hitchhiker's Guide to the Galaxy%6.6
Fat Albert%4.3
Resident Evil: Extinction%6.1
Blended%6.6
Last Holiday%6.4
The Indian in the Cupboard%5.9
Savages%6.2
Johnny English%6.0
The Ant Bully%5.5
Dune%6.5
Across the Universe%7.1
Revolutionary Road%6.7
16 Blocks%6.2
Babylon A.D.%5.4
The Glimmer Man%4.7
Multiplicity%5.5
Aliens in the Attic%5.3
The Pledge%6.5
The Producers%6.1
The Phantom%4.7
All the Pretty Horses%5.8
Nixon%7.1
The Ghost Writer%6.7
Deep Rising%6.0
Miracle at St. Anna%6.3
Curse of the Golden Flower%6.6
Big Trouble%6.3
Love in the Time of Cholera%6.4
Shadow Conspiracy%4.0
Johnny English Reborn%6.0
The Fugitive%7.2
The Bounty Hunter%5.5
Rambo: First Blood Part II%6.3
The Juror%5.5
Pinocchio%6.9
Heaven's Gate%6.4
Underworld: Evolution%6.4
Victor Frankenstein%5.6
28 Days%6.0
Unleashed%6.6
The Sweetest Thing%5.3
The Firm%6.6
Charlie St. Cloud%6.8
The Mechanic%6.3
21 Jump Street%6.7
Notting Hill%7.0
Chicken Run%6.5
Along Came Polly%5.8
The Heat%6.5
Cleopatra%6.7
Here Comes the Boom%6.0
High Crimes%6.1
The Mirror Has Two Faces%6.5
Licence to Kill%5.9
15 Minutes%5.7
Super Mario Bros.%4.0
Lord of War%7.0
Hero%7.2
The Interview%6.1
Micmacs%6.8
8 Mile%6.8
A Knight's Tale%6.6
The Medallion%5.3
The Sixth Sense%7.7
Man on a Ledge%6.2
The Big Year%5.6
The Karate Kid%6.9
American Hustle%6.8
The Proposal%6.7
Double Jeopardy%6.2
Lucy%6.3
Fifty Shades of Grey%5.2
Spy Kids 3-D: Game Over%4.7
A Time to Kill%7.0
Cheaper by the Dozen%6.0
Lone Survivor%7.4
A League of Their Own%6.7
The Conjuring 2%7.0
The Social Network%7.1
He's Just Not That Into You%6.2
Scary Movie 4%5.3
Scream 3%5.7
Back to the Future Part III%7.1
Get Hard%5.9
Dracula%7.1
42%6.8
The Talented Mr. Ripley%7.0
Eight Below%6.7
The Last of the Mohicans%7.1
Ray%7.2
Sin City%7.2
Vantage Point%6.2
I Love You, Man%6.5
Shallow Hal%5.7
JFK%7.5
The Mexican%5.8
17 Again%6.1
The Other Woman%6.2
Bridge of Spies%7.2
Behind Enemy Lines%6.0
Shall We Dance?%5.9
Small Soldiers%6.2
Spawn%5.0
The Count of Monte Cristo%7.3
The Lincoln Lawyer%7.0
Unknown%6.5
The Prestige%8.0
Horrible Bosses 2%6.1
Apocalypto%7.3
The Living Daylights%6.2
Predators%6.0
Legal Eagles%5.8
Secret Window%6.4
The Lake House%6.5
The Skeleton Key%6.4
The Odd Life of Timothy Green%6.5
Made of Honor%6.0
Jersey Boys%6.8
Gothika%5.8
Amistad%6.8
Medicine Man%5.8
Aliens vs Predator: Requiem%4.9
Ri¢hie Ri¢h%5.4
Autumn in New York%5.7
Music and Lyrics%6.2
Paul%6.5
Scream 4%6.1
8MM%6.1
The Doors%6.7
Sex Tape%5.3
Hanging Up%5.0
Pay It Forward%7.0
Fever Pitch%5.9
Drillbit Taylor%5.5
A Million Ways to Die in the West%5.8
The Shadow%5.4
Extremely Loud & Incredibly Close%6.9
Morning Glory%6.1
Get Rich or Die Tryin'%6.3
The Art of War%5.6
Bless the Child%4.9
The Out-of-Towners%5.0
The Island of Dr. Moreau%4.6
The Musketeer%5.2
The Other Boleyn Girl%6.4
The Reaping%5.4
Mean Streets%7.2
Renaissance Man%5.9
Colombiana%6.5
Quest for Camelot%6.9
City By The Sea%5.7
At First Sight%5.9
Torque%4.7
City Hall%6.0
Showgirls%4.9
Marie Antoinette%6.5
Kiss of Death%5.7
Life or Something Like It%5.7
Memoirs of an Invisible Man%5.7
Amélie%7.8
New York Minute%5.5
The Deep End of the Ocean%5.9
FearDotCom%3.2
Duplex%5.9
Soul Men%6.3
Raise the Titanic%5.2
Universal Soldier: The Return%4.2
Pandorum%6.5
Impostor%6.1
Extreme Ops%5.0
Just Visiting%4.8
Sunshine%7.0
A Thousand Words%6.0
Delgo%5.4
Stormbreaker%5.1
Disturbia%6.6
Hackers%6.2
The Hunting Party%6.6
The Warlords%6.3
Nomad: The Warrior%4.3
Snowpiercer%6.7
A Monster in Paris%6.5
The Last Shot%5.9
The Crow%7.3
Baahubali: The Beginning%7.5
Because I Said So%5.8
Serenity%7.4
Against the Ropes%4.5
Superman III%5.3
Grudge Match%6.0
Red Cliff%7.1
Sweet Home Alabama%6.0
The Ugly Truth%6.4
Sgt. Bilko%5.5
Spy Kids 2: The Island of Lost Dreams%5.3
Star Trek: Generations%6.4
The Grandmaster%6.3
Water for Elephants%6.7
The Hurricane%7.2
Enough%6.2
Paul Blart: Mall Cop 2%5.0
Joe Somebody%5.5
Extreme Measures%5.7
Rock Star%6.0
White Squall%6.3
Riddick%6.2
Switchback%5.8
Texas Rangers%5.4
City of Ember%6.2
Virgin Territory%4.3
The Express%7.1
The 5th Wave%5.6
Creed%7.3
The Town%7.0
What to Expect When You're Expecting%5.8
Rush%7.7
Magnolia%7.5
How to Be Single%5.9
Dolphin Tale%6.7
Twilight%5.8
Blue Streak%6.1
The Inhabited Island%5.3
Breakdown%6.6
Never Say Never Again%5.8
Hot Tub Time Machine%6.0
Dolphin Tale 2%6.7
Reindeer Games%5.4
A Man Apart%5.8
Aloha%5.2
Ghosts of Mississippi%6.2
The Rite%5.8
Gattaca%7.5
Isn't She Great%4.6
Space Chimps%5.2
Head of State%5.3
The Hangover%7.2
Ip Man 3%6.5
Batman%7.0
There Be Dragons%5.9
Spy Kids%5.5
Horrible Bosses%6.5
True Grit%7.2
The Devil Wears Prada%7.0
Identity Thief%5.6
Cape Fear%7.0
21%6.5
Trainwreck%5.9
Guess Who%5.5
The English Patient%7.0
L.A. Confidential%7.7
In & Out%6.3
Species%5.5
A Nightmare on Elm Street%7.2
The Cell%6.0
Secretariat%6.8
Radio%6.8
Friends with Benefits%6.5
Neighbors 2: Sorority Rising%5.6
Saving Mr. Banks%7.3
Malcolm X%7.2
This Is 40%5.6
Old Dogs%5.2
Underworld: Rise of the Lycans%6.2
