Avatar%237000000
The Angry Birds Movie%73000000
Fool's Gold%70000000
The Kingdom%70000000
Talladega Nights: The Ballad of Ricky Bobby%72500000
Dr. Dolittle 2%70000000
Braveheart%72000000
Jarhead%72000000
The Simpsons Movie%75000000
The Majestic%72000000
Driven%94000000
Two Brothers%74500000
The Village%60000000
Doctor Dolittle%71000000
Signs%72000000
Shrek 2%150000000
Cars%120000000
Runaway Bride%70000000
xXx%70000000
Ransom%80000000
Die Hard 2%70000000
S.W.A.T.%80000000
Vanilla Sky%68000000
Lady in the Water%75000000
Alvin and the Chipmunks: The Squeakquel%75000000
We Were Soldiers%75000000
Olympus Has Fallen%70000000
Star Trek: Insurrection%70000000
Battle: Los Angeles%70000000
Wolf%0
War Horse%66000000
The Monuments Men%70000000
The Abyss%70000000
Wall Street: Money Never Sleeps%70000000
Dracula Untold%70000000
The Siege%70000000
Stardust%70000000
Seven Years in Tibet%70000000
Doom%60000000
I Spy%70000000
Underworld: Awakening%70000000
Killer Elite%66000000
Ballistic: Ecks vs. Sever%70000000
Hard Rain%70000000
Osmosis Jones%75000000
Legends of Oz: Dorothy's Return%70000000
Blackhat%70000000
Sky Captain and the World of Tomorrow%70000000
Basic Instinct 2%70000000
Escape Plan%50000000
The Legend of Hercules%70000000
The Sum of All Fears%68000000
The Twilight Saga: Eclipse%68000000
The Score%68000000
Despicable Me%69000000
Money Train%60000000
Ted 2%68000000
Mystery Men%68000000
Hall Pass%36000000
The Insider%90000000
Body of Lies%70000000
Dinner for Schmucks%69000000
Abraham Lincoln: Vampire Hunter%69000000
Entrapment%66000000
The X Files%66000000
Saving Private Ryan%70000000
Need for Speed%66000000
What Women Want%70000000
Lincoln%65000000
The Matrix%63000000
Les Misérables%61000000
You've Got Mail%65000000
The Mask of Zorro%95000000
Due Date%65000000
Unbroken%65000000
Space Cowboys%65000000
Broken Arrow%50000000
The Kid%65000000
World Trade Center%63000000
Mona Lisa Smile%65000000
The Dictator%65000000
Eyes Wide Shut%65000000
Annie%65000000
Focus%50100000
Blade: Trinity%65000000
Red Dawn%4200000
Primary Colors%65000000
Resident Evil: Retribution%65000000
Death Race%45000000
The Long Kiss Goodnight%65000000
Proof of Life%65000000
Fight Club%63000000
We Are Marshall%65000000
Lucky Numbers%65000000
I, Frankenstein%65000000
Oliver Twist%50000000
Elektra%43000000
Sin City: A Dame to Kill For%65000000
Random Hearts%64000000
Everest%55000000
Perfume: The Story of a Murderer%50000000
Astro Boy%65000000
Jurassic Park%63000000
Wyatt Earp%63000000
Clear and Present Danger%62000000
Dragon Blade%65000000
Little Man%64000000
U-571%62000000
The American President%62000000
Blades of Glory%53000000
Hop%63000000
300%65000000
Meet the Fockers%80000000
Marley & Me%60000000
The Green Mile%60000000
Wild Hogs%0
Chicken Little%150000000
Gone Girl%61000000
The Bourne Identity%60000000
GoldenEye%58000000
The Truman Show%60000000
The Prince of Egypt%70000000
Daddy Day Care%60000000
2 Guns%61000000
Cats & Dogs%60000000
The Italian Job%60000000
Two Weeks Notice%60000000
Couples Retreat%70000000
Days of Thunder%60000000
Eat Pray Love%60000000
RED%58000000
Any Given Sunday%55000000
The Horse Whisperer%60000000
Collateral%65000000
Ladder 49%60000000
Jack Reacher%60000000
Deep Blue Sea%60000000
This Is It%60000000
Kangaroo Jack%0
Coraline%60000000
The Happening%60000000
The Shaggy Dog%50000000
Starsky & Hutch%60000000
Jingle All the Way%60000000
Hellboy%66000000
A Civil Action%70000000
ParaNorman%60000000
The Jackal%60000000
Paycheck%60000000
Up Close & Personal%60000000
The Tale of Despereaux%60000000
Joy%60000000
London Has Fallen%60000000
Alien: Resurrection%70000000
Practical Magic%75000000
The Lego Movie%60000000
Miss Congeniality 2: Armed and Fabulous%0
Reign of Fire%60000000
Gangster Squad%60000000
Year One%60000000
Invictus%60000000
State of Play%60000000
My Favorite Martian%65000000
Planet 51%70000000
Intolerable Cruelty%60000000
Trouble with the Curve%0
Edge of Darkness%80000000
The Relic%60000000
Analyze That%60000000
The Soloist%60000000
Garfield: A Tail of Two Kitties%0
xXx: State of the Union%60000000
Sinbad: Legend of the Seven Seas%60000000
Event Horizon%60000000
Dragonfly%60000000
The Black Dahlia%50000000
Flyboys%60000000
The Last Castle%72000000
Supernova%90000000
Winter's Tale%60000000
The Mortal Instruments: City of Bones%60000000
Meet Dave%60000000
Dark Water%30000000
Edtv%80000000
Inkheart%60000000
The Spirit%60000000
In the Name of the King: A Dungeon Siege Tale%60000000
Beyond Borders%35000000
The Monkey King 2%68490000
The Great Raid%80000000
Deadpool%58000000
Holy Man%60000000
American Sniper%58800000
Goosebumps%58000000
The Flintstones in Viva Rock Vegas%83000000
Rambo III%63000000
Leatherheads%58000000
The Ridiculous 6%60000000
Did You Hear About the Morgans?%58000000
The Internship%58000000
Resident Evil: Afterlife%60000000
Red Tails%58000000
The Devil's Advocate%57000000
That's My Boy%70000000
DragonHeart%57000000
After the Sunset%60000000
Ghost Rider: Spirit of Vengeance%57000000
Captain Corelli's Mandolin%57000000
Walking Tall%56000000
Forrest Gump%55000000
Alvin and the Chipmunks%60000000
Meet the Parents%55000000
Pocahontas%55000000
Superman%55000000
Hitch%70000000
George of the Jungle%55000000
American Wedding%55000000
Captain Phillips%55000000
Date Night%55000000
Casper%50000000
The Equalizer%55000000
Maid in Manhattan%55000000
Crimson Tide%53000000
The Pursuit of Happyness%55000000
Flightplan%55000000
Disclosure%55000000
City of Angels%55000000
Kill Bill: Vol. 1%30000000
Bowfinger%55000000
Kill Bill: Vol. 2%30000000
Tango & Cash%55000000
Death Becomes Her%55000000
Shanghai Noon%55000000
Executive Decision%55000000
Free Birds%55000000
Alien³%50000000
Ronin%55000000
The Ghost and the Darkness%50000000
Paddington%55000000
The Watch%68000000
The Hunted%55000000
Instinct%80000000
Stuck on You%55000000
Semi-Pro%0
Changeling%55000000
Chain Reaction%50000000
The Fan%55000000
The Phantom of the Opera%70000000
Æon Flux%62000000
Turbulence%55000000
Imagine That%55000000
Muppets Most Wanted%50000000
Thunderbirds%57000000
Burlesque%55000000
A Very Long Engagement%47000000
D-Tox%55000000
Seven Pounds%55000000
Bullet to the Head%55000000
The Godfather: Part III%54000000
Elizabethtown%57000000
You, Me and Dupree%54000000
Superman II%54000000
Gigli%54000000
All the King's Men%55000000
Shaft%46000000
Anastasia%53000000
Moulin Rouge!%52500000
Domestic Disturbance%75000000
Black Mass%53000000
Law Abiding Citizen%53000000
Grindhouse%67000000
Beloved%0
Catch Me If You Can%52000000
Zero Dark Thirty%40000000
The Break-Up%52000000
Valentine's Day%52000000
The Dukes of Hazzard%50000000
The Thin Red Line%52000000
The Change-Up%52000000
Man on the Moon%82000000
Casino%52000000
Bulletproof Monk%52000000
Barnyard%51000000
Deck the Halls%0
The Twilight Saga: New Moon%50000000
Shrek%60000000
The Adjustment Bureau%50200000
Robin Hood: Prince of Thieves%48000000
Jerry Maguire%50000000
As Good as It Gets%50000000
Patch Adams%50000000
Anchorman 2: The Legend Continues%50000000
Mr. Deeds%50000000
Super 8%50000000
Erin Brockovich%52000000
How to Lose a Guy in 10 Days%50000000
Interview with the Vampire%60000000
Yes Man%70000000
Central Intelligence%50000000
Daddy's Home%50000000
Into the Woods%50000000
Inside Man%45000000
Payback%90000000
Congo%50000000
We Bought a Zoo%50000000
Knowing%50000000
Failure to Launch%50000000
The Ring Two%50000000
Crazy, Stupid, Love.%50000000
Garfield%50000000
Christmas with the Kranks%60000000
Moneyball%50000000
Outbreak%50000000
Non-Stop%50000000
Race to Witch Mountain%50000000
V for Vendetta%54000000
Shanghai Knights%50000000
Curious George%50000000
Herbie Fully Loaded%50000000
Don't Say a Word%50000000
Hansel & Gretel: Witch Hunters%50000000
Unfaithful%50000000
I Am Number Four%50000000
Syriana%50000000
13 Hours: The Secret Soldiers of Benghazi%50000000
The Book of Life%50000000
Firewall%45000000
Absolute Power%50000000
The Game%50000000
Silent Hill%50000000
The Replacements%0
American Reunion%50000000
The Judge%50000000
The Peacemaker%50000000
Resident Evil: Apocalypse%45000000
Bridget Jones: The Edge of Reason%50000000
Out of Time%50000000
The Adventures of Sharkboy and Lavagirl%50000000
The Beach%40000000
Ninja Assassin%40000000
Striptease%50000000
Marmaduke%50000000
Hereafter%50000000
Murder by Numbers%50000000
Assassins%50000000
Hannibal Rising%50000000
The Story of Us%50000000
The Host%44000000
Basic%50000000
Blood Work%50000000
Escape from L.A.%50000000
The Iron Giant%70000000
Free State of Jones%50000000
The Life of David Gale%50000000
Man of the House%40000000
Run All Night%50000000
Eastern Promises%51500000
Into the Blue%50000000
The Messenger: The Story of Joan of Arc%60000000
Your Highness%49900000
Mad City%50000000
The Scarlet Letter%50000000
Fair Game%22000000
Gamer%50000000
Beautiful Creatures%60000000
Death to Smoochy%55000000
Zoolander 2%50000000
The Big Bounce%50000000
Drive Angry%50000000
Street Fighter: The Legend of Chun-Li%50000000
The One%49000000
The Adventures of Ford Fairlane%49000000
The Boat That Rocked%50000000
Indiana Jones and the Last Crusade%48000000
Anna Karenina%0
Chappie%49000000
The Bone Collector%73000000
Panic Room%48000000
Three Kings%75000000
Child 44%50000000
Rat Race%48000000
K-PAX%48000000
Kate & Leopold%0
Bedazzled%48000000
3:10 to Yuma%55000000
Taken 3%48000000
Out of Sight%48000000
The Cable Guy%47000000
Earth%0
Dick Tracy%47000000
The Thomas Crown Affair%48000000
Riding in Cars with Boys%48000000
First Blood%15000000
Solaris%0
Happily N'Ever After%47000000
My Best Friend's Wedding%38000000
America's Sweethearts%0
Insomnia%46000000
Jonah Hex%47000000
Courage Under Fire%46000000
Liar Liar%45000000
The Infiltrator%25000000
Inchon%46000000
Taken 2%45000000
Miss Congeniality%45000000
Journey to the Center of the Earth%45000000
The Pelican Brief%45000000
The Client%45000000
Patriot Games%45000000
Monster-in-Law%43000000
Training Day%45000000
Galaxy Quest%45000000
Scary Movie 2%45000000
The Muppets%45000000
Blade%45000000
Coach Carter%30000000
Changing Lanes%45000000
Anaconda%45000000
Coyote Ugly%45000000
Love Actually%40000000
From Hell%35000000
The Specialist%45000000
Yours, Mine and Ours%0
Kicking & Screaming%45000000
The Hitchhiker's Guide to the Galaxy%50000000
Fat Albert%0
Resident Evil: Extinction%45000000
Blended%40000000
Last Holiday%45000000
The Indian in the Cupboard%45000000
Savages%45000000
Johnny English%40000000
The Ant Bully%50000000
Dune%40000000
Across the Universe%0
Revolutionary Road%35000000
16 Blocks%55000000
Babylon A.D.%70000000
The Glimmer Man%45000000
Multiplicity%45000000
Aliens in the Attic%45000000
The Pledge%35000000
The Producers%45000000
The Phantom%45000000
All the Pretty Horses%57000000
Nixon%44000000
The Ghost Writer%45000000
Deep Rising%45000000
Miracle at St. Anna%45000000
Curse of the Golden Flower%110
Big Trouble%40000000
Love in the Time of Cholera%45000000
Shadow Conspiracy%45000000
Johnny English Reborn%45000000
The Fugitive%44000000
The Bounty Hunter%40000000
Rambo: First Blood Part II%44000000
The Juror%44000000
Pinocchio%2600000
Heaven's Gate%44000000
Underworld: Evolution%50000000
Victor Frankenstein%40000000
28 Days%43000000
Unleashed%45000000
The Sweetest Thing%43000000
The Firm%42000000
Charlie St. Cloud%44000000
The Mechanic%40000000
21 Jump Street%42000000
Notting Hill%42000000
Chicken Run%45000000
Along Came Polly%42000000
The Heat%43000000
Cleopatra%31115000
Here Comes the Boom%0
High Crimes%42000000
The Mirror Has Two Faces%42000000
Licence to Kill%32000000
15 Minutes%60000000
Super Mario Bros.%48000000
Lord of War%42000000
Hero%31000000
The Interview%44000000
Micmacs%33000000
8 Mile%41000000
A Knight's Tale%65000000
The Medallion%41000000
The Sixth Sense%40000000
Man on a Ledge%42000000
The Big Year%41000000
The Karate Kid%8000000
American Hustle%40000000
The Proposal%40000000
Double Jeopardy%70000000
Lucy%40000000
Fifty Shades of Grey%40000000
Spy Kids 3-D: Game Over%38000000
A Time to Kill%40000000
Cheaper by the Dozen%40000000
Lone Survivor%40000000
A League of Their Own%40000000
The Conjuring 2%40000000
The Social Network%40000000
He's Just Not That Into You%40000000
Scary Movie 4%45000000
Scream 3%40000000
Back to the Future Part III%40000000
Get Hard%40000000
Dracula%40000000
42%40000000
The Talented Mr. Ripley%40000000
Eight Below%40000000
The Last of the Mohicans%40000000
Ray%40000000
Sin City%40000000
Vantage Point%40000000
I Love You, Man%41000000
Shallow Hal%40000000
JFK%40000000
The Mexican%57000000
17 Again%20000000
The Other Woman%40000000
Bridge of Spies%40000000
Behind Enemy Lines%40000000
Shall We Dance?%50000000
Small Soldiers%40000000
Spawn%40000000
The Count of Monte Cristo%35000000
The Lincoln Lawyer%40000000
Unknown%30000000
The Prestige%40000000
Horrible Bosses 2%42000000
Apocalypto%40000000
The Living Daylights%40000000
Predators%40000000
Legal Eagles%0
Secret Window%40000000
The Lake House%40000000
The Skeleton Key%43000000
The Odd Life of Timothy Green%0
Made of Honor%40000000
Jersey Boys%40000000
Gothika%40000000
Amistad%36000000
Medicine Man%40000000
Aliens vs Predator: Requiem%40000000
Ri¢hie Ri¢h%40000000
Autumn in New York%65000000
Music and Lyrics%40000000
Paul%40000000
Scream 4%40000000
8MM%40000000
The Doors%38000000
Sex Tape%40000000
Hanging Up%40000000
Pay It Forward%40000000
Fever Pitch%30000000
Drillbit Taylor%40000000
A Million Ways to Die in the West%0
The Shadow%25000000
Extremely Loud & Incredibly Close%40000000
Morning Glory%40000000
Get Rich or Die Tryin'%40000000
The Art of War%40000000
Bless the Child%40000000
The Out-of-Towners%75000000
The Island of Dr. Moreau%40000000
The Musketeer%40000000
The Other Boleyn Girl%35000000
The Reaping%40000000
Mean Streets%500000
Renaissance Man%40000000
Colombiana%40000000
Quest for Camelot%40000000
City By The Sea%40000000
At First Sight%0
Torque%40000000
City Hall%0
Showgirls%45000000
Marie Antoinette%40000000
Kiss of Death%40000000
Life or Something Like It%40000000
Memoirs of an Invisible Man%40000000
Amélie%10000000
New York Minute%0
The Deep End of the Ocean%38000000
FearDotCom%40000000
Duplex%40000000
Soul Men%0
Raise the Titanic%0
Universal Soldier: The Return%45000000
Pandorum%33000000
Impostor%40000000
Extreme Ops%40000000
Just Visiting%0
Sunshine%50000000
A Thousand Words%40000000
Delgo%40000000
Stormbreaker%40000000
Disturbia%20000000
Hackers%20000000
The Hunting Party%0
The Warlords%40000000
Nomad: The Warrior%25000000
Snowpiercer%39200000
A Monster in Paris%25000000
The Last Shot%0
The Crow%15000000
Baahubali: The Beginning%40000000
Because I Said So%0
Serenity%39000000
Against the Ropes%39000000
Superman III%39000000
Grudge Match%40000000
Red Cliff%80341000
Sweet Home Alabama%30000000
The Ugly Truth%38000000
Sgt. Bilko%0
Spy Kids 2: The Island of Lost Dreams%38000000
Star Trek: Generations%38000000
The Grandmaster%3860000
Water for Elephants%38000000
The Hurricane%50000000
Enough%38000000
Paul Blart: Mall Cop 2%38000000
Joe Somebody%38000000
Extreme Measures%38000000
Rock Star%57000000
White Squall%38000000
Riddick%38000000
Switchback%37000000
Texas Rangers%0
City of Ember%55000000
Virgin Territory%38000000
The Express%40000000
The 5th Wave%38000000
Creed%37000000
The Town%37000000
What to Expect When You're Expecting%40000000
Rush%38000000
Magnolia%37000000
How to Be Single%38000000
Dolphin Tale%37000000
Twilight%37000000
Blue Streak%65000000
The Inhabited Island%36500000
Breakdown%36000000
Never Say Never Again%36000000
Hot Tub Time Machine%36000000
Dolphin Tale 2%36000000
Reindeer Games%42000000
A Man Apart%36000000
Aloha%37000000
Ghosts of Mississippi%0
The Rite%37000000
Gattaca%36000000
Isn't She Great%36000000
Space Chimps%37000000
Head of State%0
The Hangover%35000000
Ip Man 3%36000000
Batman%35000000
There Be Dragons%0
Spy Kids%35000000
Horrible Bosses%35000000
True Grit%38000000
The Devil Wears Prada%35000000
Identity Thief%35000000
Cape Fear%35000000
21%35000000
Trainwreck%35000000
Guess Who%35000000
The English Patient%27000000
L.A. Confidential%35000000
In & Out%35000000
Species%35000000
A Nightmare on Elm Street%1800000
The Cell%33000000
Secretariat%35000000
Radio%32000000
Friends with Benefits%35000000
Neighbors 2: Sorority Rising%35000000
Saving Mr. Banks%35000000
Malcolm X%34000000
This Is 40%35000000
Old Dogs%35000000
Underworld: Rise of the Lycans%35000000
License to Wed%35000000
The Benchwarmers%0
Must Love Dogs%30000000
Donnie Brasco%35000000
Poltergeist%10700000
Max Payne%35000000
The Back-Up Plan%35000000
Something Borrowed%35000000
